"aabaadi","اٰبادي"
"kursi","كرسي"
"kerafti","كرفتي"
"karam","كرم"
"karnaar","كرنار"
"kurhaawu","كرهاوؤ"
"karwaas","كرواس"
"karwaahat","كرواهت"
"karwat phirwu","كروت پهروؤ"
"kareem-koromaa","كريم-كرماء"
"kisaa","كساء"
"kasb kerwu","كسب كروؤ"
"kastoori","كستوري"
"kasr","كسر"
"kasal","كسل"
"kiswat","كسوة"
"kasauti","كسوتي"
"kusoof","كسوف"
"kushaadgi","كشادگي"
"kushaadah","كشاده"
"kashti","كشتي"
"kashish","كشش"
"kashf","كشف كروؤ"
"kasheedgi","كشيدگي"
"kaffaarat","كفارة"
"kafaalat","كفالة"
"kifaayat","كفاية"
"kufur","كفر"
"kufrun ne'mat","كفرالنعمة"
"kafarat","كفرة"
"kafan","كفن"
"kufw","كفو"
"kafeel","كفيل"
"kul","كل"
"kulli kerwu","كلّي"
"kalaak","كلاك"
"kalaam","كلام"
"kilaayat","كلاية"
"kulfat","كلفة"
"kalemat","كلمة"
"kalemat ush shahaadat","كلمة الشهادة"
"kali","كلي"
"kulliyatan","كليّة"
"kalya","كليا"
"kalejah","كليجة"
"kam","كم"
"kam az kam","كم از كم"
"kam aqal","كم عقل"
"kam naseeb","كم نصيب"
"kamaal","كمال"
"kamaawu","كماوؤ"
"kamaai","كمائي"
"kampaaro","كمپاره"
"kamar","كمر"
"kamra, kamro","كمره"
"kamzor","كمزور"
"kami","كمي"
"kinaarah","كناره"
"kinaari","كناري"
"kinaayat","كناية"
"kanjoos","كنجوس"
"kanjoosi","كنجوسي"
"kundali","كندٌلي"
"kunda kerwu","كنده كروؤ"
"kanz-kunuz","كنز-كنوز"
"kans","كنس"
"kanaf","كنف"
"kankar","كنكر"
"kanghi","كنگهي"
"kuneh","كنه"
"kunhul amar","كنه الامر"
"kunwaaraa","كنوارا"
"kunyat","كنية"
"kanisat-kanaais","كنيسة-كنائس"
"ke","كه"
"khaato","كهاتو"
"khaaraas","كهاراس"
"khaarak","كهارك"
"kharu","كهارو"
"kahaa","كهاں"
"khaal-khaalo","كهال-كهالو"
"khaand","كهاند"
"khaawa ni cheezo","كهاوا ني چيزو"
"khaawu","كهاوؤ"
"khatko thaawu","كهتكو تهاوؤ"
"khapi jaawu","كهپي جاوؤ"
"khajoor","كهجور"
"khachro","كهچرو"
"khaddo-khaddao","كهدّو-كهداؤ"
"kharaao","كهرٌاؤ"
"khurachwu","كهرچوؤ"
"kharo","كهرو"
"khirwu","كهروؤ"
"kehef","كهف"
"kehfut taqiyat","كهف التقية"
"khullu","كهلّو"
"khalbali machwu","كهلبلي مچوؤ"
"khamb","كهمب"
"khamwu","كهموؤ"
"khankhairwu","كهنكهيروؤ"
"khobla","كهوبلا"
"khot","كهوت"
"khotaa","كهوتا"
"khotiyo","كهوتيو"
"khopru","كهوپرو"
"khodwu","كهودوؤ"
"khoswu","كهوسوؤ"
"kholwu","كهولوؤ"
"khowu","كهووؤ"
"khait","كهيت"
"khaiti","كهيتي"
"khail","كهيل"
"khail kud","كهيل كود"
"kheelo-kheelaao","كهيلو-كهيلاؤ"
"khailwu","كهيلوؤ"
"kheencha khainch kerwu","كهينچا كهينچ كروؤ"
"khainchataan kerwu","كهينچتان كروؤ"
"kheenchwu","كهينچوؤ"
"kahaani","كهاني"
"kehlaawu","كهلاوؤ"
"kehwu","كهوؤ"
"kotaahi","كوتاهي"
"koodo","كودوؤ"
"kuzah","كوزه"
"koshish","كوشش"
"kout","كوضض"
"kawkab-kawaakib","كوكب-كواكب"
"kolsa","كولسا"
"koun","كون"
"koun o makaan","كون و مكان"
"kona-konaao","كونا-كوناؤ"
"koni","كوني"
"kuwo","كوو"
"koi","كوئي"
"koi waqat","كوئي وقت"
"kiyaara","كياره"
"keecher","كيچر"
"kaid","كيد"
"keeri","كيري"
"kees","كيس"
"kaies","كيس"
"kika bhai","كيكا بهائي"
"kail","كيل"
"kem ke","كيم كه"
"keemiya","كيمياء"
"keena","كينه"
"kewaar si","كيوار سي"
"kewaare","كيوارے"
"kewi tarah","كيوي طرح"
"kaeenk","كئينك"
"gaajer","گاجر"
"gaadi","گادي"
"gaari","گاري"
"gaal","گال"
"gaali dewu","گالي ديوؤ"
"gaam","گام"
"gaamru","گامرو"
"gaameryo","گامريو"
"gaam e gaam","گامے گام"
"gaanth","گانتهـ"
"gaauw","گاؤں"
"gaai","گائي"
"gujraati","گجراتي"
"gadho/gadhero","گدهو/گدهيرو"
"guzaaro","گذارو"
"guzaarwu","گذاروؤ"
"guzar thawu","گذر تهاوؤ"
"guzar gah","گذرگاه"
"guzarwu","گذروؤ"
"guzishta","گذشته"
"gar","گر"
"garber","گربر"
"gerche","گرچے"
"gardaanwu","گردانوؤ"
"gardish","گردش"
"gardan","گردن"
"gurdah","گرده"
"giriftaar","گرفتار"
"garam","گرم"
"garmi","گرمي"
"girwu","گروؤ"
"guftaar","گفتار"
"guftagu","گفتگو"
"gul-gulo","گل-گلو"
"galla","گلّه"
"gala","گلا"
"gulaab","گلاب"
"galaas","گلاس"
"galdaa","گلدا"
"gale utarwu","گلے اتروؤ"
"gale milwu/gale laagwu","گلے ملوؤ/گلے لاگوؤ"
"gali-galyo","گلي-گليو"
"gili jaawu","گلي جاوؤ"
"gum thawu","گم تهاوؤ"
"gumaan","گمان"
"gumraah","گمراه"
"gumraahi","گمراهي"
"gumshodah","گمشده"
"guna","گنا"
"gunagoon","گناگون"
"gunah","گناه-گناهو"
"ginti","گنتي"
"gunjaaish","گنجائش"
"gandagi","گندگي"
"gando","گندو"
"gunehgaar","گنه گار"
"ginwu","گنوؤ"
"ghaa","گها"
"ghaans","گهانس"
"ghaani","گهاني"
"ghabraahat","گهبراهت"
"ghabraawu","گهبراؤ"
"ghat","گهت"
"ghata","گهتا"
"ghataaro","گهتارو"
"ghate","گهتے"
"ghatwu","گهتوؤ"
"ghar","گهر"
"ghar baar","گهر بار"
"gharappan","گهرپن"
"ghare ghar","گهرے گهر"
"gharan","گهرن"
"ghari","گهري"
"ghari be ghari","گهري بے گهري"
"ghari ghari","گهري گهري"
"gharyaal","گهريال"
"ghaswu","گهسوؤ"
"ghamand","گهمندٌ"
"ghant na ghant phirwu","گهنت نا گهنت پهري گيا"
"ghanti","گهنتي"
"ghanu","گهنو"
"gho ghe che","گهوگهے ؛"
"gholwu","گهولوؤ"
"ghunt","گهونت"
"ghunjwu","گهونجوؤ"
"ghuswu","گهونسوؤ"
"ghee","گهي"
"gheraao","گهيراؤ"
"ghairwu","گهيروؤ"
"gehro","گهرو"
"gehnaa-gehnaao","گهنا-گهناؤ"
"gawaaraa thawu","گوارا تهاوؤ"
"gawaah","گواه"
"gawaahi","گواهي"
"guthan","گوتهن"
"gothwan","گوتهون"
"goud","گود"
"gosht","گوشت"
"gol","گول"
"golak","گولك"
"goli","گولي"
"gunthwu","گونتهوؤ"
"gundhar","گوندر"
"gunwu","گونوؤ"
"goher","گوهر"
"goya","گويا"
"gibri","گيبري"
"gir","گير"
"gehu?","گيهوں"
"geela","گيلا"
"gaini","گيني"
"gai kaal","گئي كال"
"la","لا"
"laahiq","لاحق"
"laachaar","لاچار"
"lachaari","لاچاري"
"laadwu","لادوؤ"
"laazim","لازم"
"laash-lashaao","لاش-لاشاؤ"
"laa qeemti","لاقيمتي"
"laakru","لاكرٌو"
"laagtu walagtu","لاگتو ولگتو"
"laagan","لاگن"
"laagni","لاگني"
"laagwu","لاگوؤ"
"laal","لال"
"laalaa'","لالاء"
"laalaas","لالاس"
"laalach","لالچ"
"laalchi","لالچي"
"laawu","لاوؤ"
"laaiq","لائق"
"lub","لب"
"lab","لب"
"labaik","لبّيك"
"lubbul lubaab","لب اللباب"
"labaalab kerwu","لبا لب كروؤ"
"libaas","لباس"
"libaas al anwar","لباس الانور"
"labraiz","لبريز"
"lehaaz","لحاظ"
"lehaaf","لحاف"
"lahad","لحد"
"lahzat-lahazaat","لحظة-لحظات"
"lahem","لحم"
"lehen-alhaan","لحن-الحان"
"lakhte jigar","لخت جگر"
"ladunni","لدني"
"lazzat","لذة-لذات"
"lazeez","لذيذ"
"laraai","لرٌائي"
"larzo","لرزوؤ"
"larwu","لروؤ"
"lisaan-alsun","لسان-السن"
"lisan ul dawat","لسان الدعوة"
"lisaan e haal","لسان حال"
"lasan","لسن"
"lashker","لشكر"
"lutf-altaaf","لطف-الطاف"
"lateef","لطيف"
"latifah","لطيفة"
"luaab","لعاب"
"la'ab","لعب"
"la'nat","لعنة"
"laeen-lo'onaa","لعين-لعناء"
"lugat-lugaat","لغة-لغات"
"lagw","لغو"
"lifaafa, lifaafo","لفافه-لفافه ؤ"
"lafz-alfaaz","لفظ-الفاظ"
"laqab","لقب"
"luqma-luqmao","لقمة-لقمةؤ"
"likhaan","لكهان"
"likhwu","لكهوؤ"
"lag","لگ"
"lagaam","لگام"
"lagawo","لگاوؤ"
"lagan","لگن"
"lillah fillah","لله في الله"
"lamb chorus","لمب چورس"
"lambaan","لمبان"
"lambaawu","لمباوؤ"
"lambaai","لمبائي"
"lambo","لمبو"
"lamha-lamahaat","لمحة-لمحات"
"langro","لنگرا"
"lungi","لنگي"
"lanwu","لنوؤ"
"lehja, lehjo","لهجه"
"leher","لهر"
"lehraawu","لهراوؤ"
"lehkaawu","لهكاوؤ"
"lehekwu","لهكوؤ"
"lehaw","لهو"
"lawaazim-lawaazimaat","لوازم-لوازمات"
"loto","لوتو"
"lewajhillah","لوجه الله"
"loh","لوح"
"lohe mehfooz","لوح محفوظ"
"lootmaar kerwu","لوضض مار كروؤ"
"lutwu","لوضضوؤ"
"lutairo-lutairaao","لوضضيرو-لوضضيراؤ"
"log","لوگو"
"lokhand","لوكهندٌ"
"luluat","لولؤة"
"loundi","لوندي"
"laitwu","ليتوؤ"
"laip","ليپ"
"leesi","ليسي"
"laikin","ليكن"
"lail/lailat-layali","ليل/ ليلة-ليالي"
"lailatul qadar","ليلة القدر"
"lilu","ليلو"
"leen","لين"
"leendi","ليندي"
"lai jaawu","لئي جاوؤ"
"lai lewu","لئي ليوؤ"
"ma","ما"
"maa","ماء"
"maap","ماپ"
"maapwu","ماپوؤ"
"maathe cherhaawu","ماتهے چرهاوؤ"
"maatam","مأتم"
"maathu","ماتهو"
"maajid","ماجد"
"maahol","ماحول"
"maa'khaz","مأخذ"
"maadat","مادة"
"mara phirwu","مارا پهروؤ"
"maarwu","ماروؤ"
"maari","ماري"
"maazi","ماضي"
"maakri","ماكري"
"maakho","ماكهو"
"maal","مال"
"maal daar","مالدار"
"maalish","مالش"
"maalik","مالك"
"maali","مالي"
"maamaa","ماما"
"maami","مامي"
"mamoor-maamooreen","مأمور-مأمورين"
"maa'moom","مأموم"
"maando","ماندو"
"maane' thaawu","مانع تهاوؤ"
"maangnu","مانگنو"
"maangni","مانگني"
"maango","مانگوؤ"
"maanind","مانند"
"maanwu","مانوؤ"
"maa","ماں"
"maa jaayaa","ماں جايا"
"maahir","ماهر"
"maaedat","مائدة"
"maail","مائل"
"mubaah","مباح"
"mabaada","مبادا"
"mubaarak","مبارك"
"mubaarakbaadi aapwu","مباركبادي اٰپوؤ"
"mubaahaat","مباهاة"
"mubtalaa thawu","مبتلى تهاوؤ"
"mubajjal","مبجل"
"mubaddal","مبدَّل"
"mubaddil","مبدِّل"
"mubde'","مبدع"
"mabhoor","مبهور تهاوؤ"
"mab as","مبعث نو دن"
"maboos thawu","مبعوث تهاوؤ"
"mubham","مبهم"
"mabhoor","مبهور"
"mubeen","مبين"
"mitti","متّي"
"mataa'","متاع"
"mitaawu","متاوؤ"
"muta akhkhir-muta akhkhereen","متأخر-متأخرين"
"mutabarrik","متبرك"
"muttahid","متحد"
"mutaharrik","متحرك"
"mutasalsil","متسلسل"
"muttasil","متصل"
"muttalab-mutatallebaat","متطلب-متطلبات"
"mu'taqid-mu'taqedeen","متعقد-متعقدين"
"muta'alliq","متعلق"
"mutafarriq","متفرق"
"mutaqaddim-mutaqaddemeen","متقدم-متقدمين"
"muttaqi-muttaqeen","متقي-متقين"
"mutalashi","متلاشي"
"mutamassik-mutamassekeen","متمسك-متمسكين"
"mutamakkin","متمكّن"
"mutawajeh thaawu","متوجه تهاوؤ"
"mutawattin-mutawatteneem","متوطن-متوطنين"
"mutayamenan","متيمّناً"
"mithaal-amthelat","مثال-امثلة"
"mithqaal","مثقال"
"mathal","مثل"
"mithal-amthaal","مثل-امثال"
"mathalan","مثلاً"
"majaazi","مجازي"
"mujaahid-mujaahedeen","مجاهد-مجاهدين"
"mujaawarat","مجاورة"
"majboor","مجبور"
"majboori","مجبوري"
"mujtama'","مجتمع"
"majd","مجد"
"majra","مجرى"
"majlis","مجلس-مجالس"
"majma'","مجمع"
"majmua'","مجموعة"
"majnoon","مجنون"
"majoos","مجوس"
"mahaarim","محارم"
"muhib-muhibbo/muhibbeen","محب-محبو/محبين"
"mohabbat","محبة"
"mehboob","محبوب"
"mohtaaj","محتاج"
"mohtaram","محترم"
"mohtazar","محتضر"
"mohtawi howu","محتوي هوؤ"
"mohtaweyaat","محتويات"
"mehdood","محدود"
"mehraab","محراب-محاريب"
"moharram ul haraam","محرم الحرام"
"mehram daar","محرم دار"
"moharramaat","محرمات"
"mehroom","محروم"
"mahzoon","محزون"
"mohsin","محسن"
"mahsood","محسود"
"mehshar no din","محشر نو دن"
"mehdarat","محضرة"
"mehfooz","محفوظ"
"mohaqqeqeen","محققين"
"mohkam","محكم"
"mahal","محل"
"mohalla-mohallao","محلة-محلةؤ"
"mehnat","محنة-محن"
"muheet","محيط"
"mukhaatib","مخاطب تهاوؤ"
"mukhaalif","مخالف"
"mukhaalifat","مخالفة"
"mukhtasar","مختصر"
"mukhtalif","مختلف"
"makhraj","مخرج"
"makhzan-makhaazin","مخزن-مخازن"
"makhsoos","مخصوص"
"makhfi","مخفي"
"mukhlis","مخلص-مخلصين"
"makhlooq-makhlukeen/makhlukaat","مخلوق-مخلوقين/مخلوقات"
"makhmool","مخمول"
"machi","مچهي-مچهيو"
"muddakhar","مدّخر"
"madde nazar raakhwu","مد نظر راكهوؤ"
"mudaaraat","مداراة"
"muddat","مدة"
"madeh","مدح"
"midhat","مدحة"
"madad","مدد"
"madad gaar","مددگار"
"madrasah-madaaris","مدرسة-مدارس"
"madfan","مدفن"
"madfoon","مدفون"
"madmaakhi","مدماكهي"
"mudnif","مدنف"
"madina","مدينة"
"muzaakarat","مذاكرة"
"muzakkar","مذكر"
"mazkoor","مذكور"
"muznib","مذنب"
"mazi","مذي"
"muraja'at","مراجعة"
"muraad","مراد"
"miraaran","مراراً"
"maraasim","مراسم"
"muraa'at","مراعاة"
"maraafiq","مرافق"
"mir'aat","مرأة"
"murabbi","مربي"
"martabah-maraatib","مرتبة-مراتب"
"murtad","مرتد"
"murtafe'","مرتفع"
"murtaqi-murtaqeen","مرتقي-مرتقين"
"marathiyaa","مرثية"
"marjaan","مرجان"
"marja'-maraaje'","مرجع-مراجع"
"murjhaawu","مرجهاوؤ"
"marhaba","مرحبا"
"marcha","مرچا"
"marhalat-maraahil","مرحلة-مراحل"
"marhoom-marhumeen","مرحوم-مرحومين"
"mard","مرد"
"murdaar","مردار"
"mursaa","مرسىْ"
"maraz-amraaz","مرض-امراض"
"marzi","مرضي"
"mar oob","مرعوب"
"murgi","مرغي"
"maraq","مرق"
"marqad","مرقد"
"markaz-maraakiz","مركز-مراكز"
"muruwwat","مروّة"
"marwu","مروؤ"
"mirreekh","مريخ"
"mareez","مريض"
"mizaaj","مزاج"
"mazaar-mazaaraat","مزار-مزارات"
"mazaaq","مزاق"
"muzaawajat","مزاوجة"
"mazdoor","مزدور"
"mazdoori","مزدوري"
"mazah","مزه"
"muzaiyan","مزيّن"
"mazeed","مزيد"
"musakhkhar","مسّخر"
"masaahat","مساحة"
"masaa ee","مساعي"
"masaafat","مسافة"
"masaakin","مساكن"
"musbehah","مسبحة"
"masbook","مسبوق"
"mustatir","مستتر"
"mustajaab","مستجاب"
"mustajaar","مستجار"
"mustajeeb","مستجيب"
"mustahab","مستحب"
"mustahiq-mustahiqqeen","مستحق-مستحقين"
"mustahkam kerwu","مستحكم كروؤ"
"mustadaam","مستضام"
"mustad aaf-mustad efeen","مستضعف-مستضعفين"
"mustaqbil","مستقبل"
"mustawfezan","مستوفزاً"
"mustavaa","مستوىْ"
"mustavi thaawu","مستوي تهاوؤ"
"masti khor","مستي خور"
"masjid-masaajid","مسجد-مساجد"
"maseh kerwu","مسح كروؤ"
"maskh kerwu","مسخ كروؤ"
"maskhari","مسخري"
"masarrat","مسرة"
"musrif","مسرف"
"masroor-masrooreen","مسرور-مسرورين"
"muskuraawu","مسكراوؤ"
"maskan","مسكن"
"miskeen-masaakeen","مسكين-مساكين"
"musalsal","مسلسل"
"musallat thaawu","مسلط تهاوؤ"
"muslemeen","مسلم-مسلمين"
"masnad","مسند"
"masoor ni daal","مسور ني دال"
"masaalat-masaail","مسئلة-مسائل"
"musi","مسئي"
"mushabeh","مشابه"
"mushaabahat","مشابهة"
"mushaawarat","مشاورة كروؤ"
"mashaaikh","مشائخ"
"mushtaak","مشتاق"
"mushtari","مشتري"
"mushtashafa","مشتفىْ"
"mushtaq","مشتق"
"mushtaha","مشتهىْ"
"musharraf","مشرف"
"mushrif","مشرف"
"mushriq","مشرق"
"mashriq","مشرق"
"mushrik-mushrekeen","مشرك-مشركين"
"mashgool","مشغول"
"mushfiq","مشفق"
"mashaqqat-mashaqqaat","مشقة-مشقّات"
"mishkaat","مشكاة"
"mushkil","مشكل"
"mushkil kushaai","مشكل كشائي"
"mashkoor","مشكور"
"mashkook","مشكوك"
"mashki","مشكي"
"mashhad-mashaahid","مشهد-مشاهد"
"mash-hoor","مشهور"
"mashwarah","مشورة"
"mashiyat","مشية"
"mashiyat ilaahiya","مشية الهية"
"misbah-masaabeeh","مصباح-مصابيح"
"misdaaq","مصداق"
"masdar-masaadir","مصدر-مصادر"
"musir-musirreen","مصر-مصرين"
"misraa'","مصراع"
"masroof","مصروف"
"musalli","مصلّي"
"maslahat","مصلحة"
"masalla","مصلىْ"
"museebat","مصيبة"
"mazboot","مضبوط"
"madarrat kerwu","مضرة كروؤ"
"muztar-muztarreen","مضطر-مضطرين"
"muztarib","مضطرب"
"mudil-mudilleen","مضل-مضلين"
"mazmoon","مضمون-مضامين"
"mutaabiq","مطابق"
"mutaabiq","مطابقة"
"mutaala'a, mutalaa'o","مطالعة"
"matlaa'","مطلع"
"mutlaq-mutlaqeen","مطلق-مطلقين"
"mutlaqah?","مطلقة"
"matloob","مطلوب"
"mutmaen","مطمئن"
"mazallat","مظلة"
"mazloom","مظلوم"
"mazhar-mazahir","مظهر-مظاهر"
"ma'aad","معاد"
"ma'aarif","معارف"
"muaasharat","معاشرة"
"muaasarat","معاصرة"
"ma'aasi","معاصي"
"ma'aaf kerwu","معاف كروؤ"
"ma'aafi","معافي"
"ma'aalim","معالم"
"muaamalat","معاملة"
"muaawanat","معاونة"
"maa'ber","معبر"
"maa'bood","معبود"
"mu'tasim","معتصم"
"ma'aajiz","معجزة-معاجز"
"me'dat","معدة"
"ma'din","معدن"
"ma'zoor","معذور"
"me'raaj","معراج"
"ma'refat","معرفة"
"ma'reka","معركة"
"ma'roof","معروف"
"ma'sharal mumineen","معشر المؤمنين"
"ma'soom","معصوم"
"ma'seeyat","معصية"
"muazzam","معظم"
"ma'qool","معقول"
"moallim-moallemeen","معلم-معلمين"
"ma'loom","معلوم"
"ma'lumaat","معلومات"
"ma'mal","معمل"
"ma'moor","معمور"
"ma'mooli","معمولي"
"ma'na","معنى-معاني"
"moaiyan kerwu","معيّن كروؤ"
"me'yaar","معيار"
"maeeshat","معيشة"
"mueen","معين"
"maghrib","مغرب"
"mugriq-mugreqeen","مغرق-مغرقين"
"magfirat","مغفرة"
"magloob","مغلوب"
"magnaatees","مغناطيس"
"mugaiyar","مغير"
"mufaatahat kerwu","مفاتحة كروؤ"
"mafaasil","مفاصل"
"miftaah","مفتاح-مفاتيح"
"mafkhar-mafakhir","مفخر-مفاخر"
"mufadda","مفدّىْ"
"mufassir-mufassereen","مفسر-مفسرين"
"mafsoohiyat","مفسوحية"
"maf'ool","مفعول"
"muflis","مفلس"
"mafhoom","مفهوم-مفاهيم"
"mufeed","مفيد"
"muqaabil","مقابل"
"muqaabala per","مقابلة پر"
"muqaabala kerwu","مقابلة كروؤ"
"muqaasaat","مقاساة كروؤ"
"muqaam","مقام"
"maqaam","مقام"
"muqbil","مقبل"
"muqtadaa","مقتداء"
"muqtaza","مقتضىْ"
"miqdaar","مقدار"
"muqaddar","مقدر"
"muqaddas","مقدس"
"makdam","مقدم"
"mukaddam thaawu","مقدم تهاوؤ"
"muqaddama","مقدمة"
"muqarrar","مقرر كروؤ"
"muqassir-muqassereen","مقصّر-مقصّرين"
"maqsad","مقصد-مقاصد"
"muqeem","مقيم"
"mukarram","مكَرَّم"
"makaarim","مكارم"
"makaarim ul akhlaaq","مكارم الاخلاق"
"mukaalamat","مكالمة"
"makaan","مكان-اماكن"
"maktoob","مكتوب"
"makar","مكر"
"mukarrar kerwu","مكرر كروؤ"
"mukrim","مكرم"
"makroob","مكروب"
"makroh","مكروه"
"makshoof","مكشوف"
"mukallal","مكلل"
"mukammal","مكمل"
"maknoon","مكنون"
"magar","مگر"
"malik-mulook","ملِك-ملوك"
"maleko","ملِكة"
"malae aa'la","ملاء اعلىْ"
"malaabis","ملابس"
"milaap","ملاپ"
"mallah","ملاح"
"malaahat","ملاحة"
"mulaaqaat","ملاقاة"
"milaak","ملاك"
"malaal","ملال"
"milaawu","ملاوؤ"
"mulaaem","ملايم"
"mulabab","ملبب كروؤ"
"millat","ملة"
"malhooz","ملحوظ"
"mal'oon","ملعون"
"mulk","ملك"
"malaaekat","ملك-ملائكة"
"mulk-mamaalik","ملك-ممالك"
"milkat","ملكة"
"mulawwas","ملوّث"
"milwu","ملوؤ"
"malidah","مليده"
"mumaarasat","ممارسة"
"mumaana'at","ممانعة"
"mumtaaz","ممتاز"
"mamsool","ممثول"
"mumid","ممد"
"mamduh","ممدوح"
"mumsik","ممسك"
"mumkin","ممكن"
"mamlakat","مملكة"
"mumlook e syedna","مملوك سيدنا"
"mamnu'","ممنوع"
"minna","منّا"
"mannaan","منّان"
"minnat","منّة"
"minnat jataawu","منّة جتاوؤ"
"man","من"
"man dukh","من دكهـ"
"man doon","من دون"
"man fauq","من فوق"
"man gharat","من گهرضض"
"man maani kerwu","من ماني كروؤ"
"man yali","من يلي"
"munaajaat","مناجاة"
"munaadi","منادي"
"munaasib","مناسب"
"munaasabat","مناسبة"
"munaazarat","مناظرة-مناظرات"
"munaafiq","منافق-منافقين"
"manaqib","مناقب"
"manaam","منام"
"mimber-manabir","منبر-منابر"
"mamba'-manaabe'","منبع-منابع"
"muntakhab","منتخب"
"muntazar","منتظَر"
"muntazir","منتظر"
"muntaha","منتهاء"
"muntazim","منتظم-منتظمين"
"muntaha","منتهى"
"manjaai jaawu","منجائي جاوؤ"
"munajjim-munajjemeen","منجم-منجمين"
"manjaneeq","منجنيق"
"minhat","منحة"
"munhal","منحل"
"manhoos","منحوس"
"mindeel","منديل"
"manzil-manazil","منزل-منازل"
"manzila, manzilo","منزلة"
"munazzah","منزه"
"mansak-manasik","منسك-مناسك"
"mansoob kerwu","منسوب كروؤ"
"munshaq","منشق"
"mansab","منصب"
"mansoos","منصوص"
"minit","منضض"
"manzar","منظر-مناظر"
"munhadim","منهدم"
"munazzam","منظم"
"manzoor kerwu","منظور كروؤ"
"manzoori","منظوري"
"mane' kerwu","منع كروؤ"
"mun akis","منعكس"
"mun im","منعم"
"munfarid","منفرد"
"munfasil","منفصل"
"munkar","منكَر"
"munkir-munkereen","منكِر-منكرين"
"mangalwaar","منگلوار"
"moo","منهـ"
"moo kaalaa thawu","منهـ كالا تهاوؤ"
"manhaj","منهج"
"manhal","منهل-مناهل"
"munawwar","منوّر"
"minwaal","منوال"
"munaa-amaani","منىْ-اماني"
"mani","مني"
"muneer","منير"
"muhaajir-muhaajereen","مهاجر-مهاجرين"
"mohaar","مهار"
"mahzoom","مهزوم"
"mohanna","مهناء"
"mohta","مهوتا"
"mohtaai","مهوتائي"
"muhaar","مهار"
"mahaarat","مهارة"
"meher","مهر"
"mehek","مهك"
"mohlat","مهلة"
"muhim","مهم"
"mohimmaat","مهمات"
"mehmaan","مهمان"
"mehmaan daari","مهمان داري"
"mohaiyah","مهياء"
"mahina, mahino","مهينه"
"mawaad","مواد"
"muwaasaat","مواساة"
"muwaazib","مواظب"
"muwaazabat","مواظبة"
"mowaafiq","موافق"
"muwaafaqat","موافقة"
"muwaalat","موالاة"
"mawaali","موالي طاهرين"
"mawaaid","موائد"
"mout","موت"
"mautaa","موتىْ"
"moti","موتي-موتيو"
"mouj-amwaaj","موج-امواج"
"mujib","موجب"
"moujzan","موجزن"
"moujood","موجود"
"mawaddat","مودة"
"moza","موزه"
"mosam","موسم"
"mousoof","موصوف"
"mousool thawu","موصول تهاوؤ"
"moude'-mawaade'","موضع-مواضع"
"mouzu","موضوع-موضوعات"
"mouezat-mawaaiz","موعظة-مواعظ"
"mouqe'-mawaaqe'","موقع-مواقع"
"mouqif","موقف"
"moukib","موكب"
"mokalwu","موكلوؤ"
"mokwu","موكوؤ"
"moulood","مولود"
"moula-muwaali","مولىْ-موالي"
"moula-mawaali","مولىْ-موالي"
"mulin ne'mat","مولي النعمة"
"mouhebat","موهبة-موهبات"
"moaiyad","مويد"
"moarrikh","مؤرخ-مؤرخين"
"mu'qin-mu'qeneen","مؤقن-مؤقنين"
"muwakkad","مؤكد"
"mumin","مؤمن-مؤمنين"
"moannas","مؤنث"
"miyaan","ميان"
"maiyit-amwaat","ميت-اموات"
"mitat","ميتة"
"mithaas","ميتهاس"
"mithu","ميتهو"
"meethaq","ميثاق"
"maidaan","ميدان"
"meezaan","ميزان"
"meezat","ميزة"
"moyassar thawu","ميسر تهاوؤ"
"mein","ميں"
"mi aad","ميعاد"
"miqaat","ميقات-مواقيت"
"mail","ميل"
"meel-meelo","ميل-ميلو"
"mail milaap","ميل ملاپ"
"melu","ميلو"
"maimoon","ميمون"
"meendho","ميندهو"
"naakhoon","ناخون"
"naabood kerwu","نابود كروؤ"
"naapaak","ناپاك"
"naach","ناچ"
"naadaan","نادان"
"naadir","نادر"
"naar","نار"
"naaraaz","ناراض"
"naarangi","نارنگي"
"naari","ناري"
"naaryal","ناريل"
"naaz","ناز"
"naazuk","نازك"
"naazil","نازل"
"naazil thaawu","نازل تهاوؤ"
"naazo neaam","نازونعم"
"naasaaz","ناساز"
"naasoot","ناسوت"
"nashir","ناشر"
"naashit","ناشط"
"naas","ناص"
"naaseh","ناصح"
"naasir","ناصر"
"naatiq","ناطق"
"naatiq-notoqaa","ناطق-نطقاء"
"naafe'","نافع"
"naaqis","ناقص"
"naak","ناك"
"naak","ناك"
"naakhwu","ناكهوؤ"
"naamna","نامنا"
"naana","نانا"
"naani","ناني"
"naib","نائب"
"naaeb manaab","نائب مناب"
"nubuwat","نبوة"
"nabi","نبي-انبياء"
"nabi zaadah","نبي زاده"
"nitaarwu","نتاروؤ"
"nitra","نترا"
"nathi","نتهي"
"nateejo","نتيجو"
"najaat","نجاة"
"najaasat","نجاسة"
"najis","نجس"
"najam-nujoom","نجم-نجوم"
"najwa","نجوْى"
"nujumi","نجومي"
"nehes","نحس"
"nuhusiyat","نحوسية"
"nukhaamat","نخامة"
"nida","نداء"
"nadaamat","ندامة"
"nudrat","ندرة"
"nadam","ندم"
"nadi","ندي"
"nazar","نذر"
"nazral maqaam","نذر المقام ع م"
"nazeer","نذير"
"niraalaa panu","نرالاپنو"
"niraali","نرالي"
"nirtaai","نرتائي"
"nargah","نرغه"
"naram","نرم"
