"3560","mutamakkin","a sitting position with both legs folded beneath you and both foots pointing towards right","متمكّن","تشهد ما جه شاكلة سي بيتهوؤ"
"3561","mutawajeh thaawu","to direct or position toward a particular object","متوجه تهاوؤ","كئي چيز ني طرف چهره نے پهيراوؤ"
"3562","mutawattin-mutawatteneem","domiciled, resident","متوطن-متوطنين","وطن ما وسنار"
"3563","mutayamenan","with the intention of seeking the barakat","متيمّناً","بركة ليتا هوا"
"3564","mithaal-amthelat","example","مثال-امثلة","نموذج"
"3565","mithqaal","weight","مثقال","وزن"
"3566","mathal","be a symbol for","مثل","كئي چيز ني طرف اشارة"
"3567","mithal-amthaal","similar, same ","مثل-امثال","اهنا جيوؤ، سركهو"
"3568","mathalan","for example","مثلاً","مثال نا طور پر"
"3569","majaazi","figurative, metaphoric","مجازي","استعارةً كوئي چيز استعمال كروا ما اٰيو هوئي، حقيقة ما يه وات بيسرا پر لاگتي هوئي"
"3570","mujaahid-mujaahedeen","fighter, warrior","مجاهد-مجاهدين","جهاد كرنار"
"3571","mujaawarat"," neighborhood","مجاورة","پروس ما رهوؤ"
"3572","majboor","person having no choice, forced","مجبور","جه نا نزديك اختيار نه هوئي"
"3573","majboori","contraint","مجبوري","لاچاري"
"3574","mujtama'","gathering, society","مجتمع","هجوم، سوسائيتي"
"3575","majd","glory","مجد","بزرگي"
"3576","majra","context/stream, current","مجرى","جاري تهاوؤ/ سياق"
"3577","majlis","gathering, congregation","مجلس-مجالس","اجتماع، لوگو ايك جگه جمع تهيا هوئي"
"3578","majma'","gathering","مجمع","لوگو نو هجوم"
"3579","majmua'","collection","مجموعة","جمع كري نے تيار تهيو هوئي"
"3580","majnoon","lunatic","مجنون","پاگل"
"3581","majoos","zoroastrian","مجوس","اٰگ ني عبادة كرنار"
"3582","mahaarim","prohibited","محارم","حرام ني چيزو"
"3583","muhib-muhibbo/muhibbeen","lover","محب-محبو/محبين","محبة كرنار"
"3584","mohabbat","love","محبة","حب،  لاگني"
"3585","mehboob","beloved","محبوب","جه نا سي محبة هوئي"
"3586","mohtaaj","needy","محتاج","حاجة مند"
"3587","mohtaram","respectable, respected","محترم","جه نو احترام كرواما اٰوتو هوئي"
"3588","mohtazar","in a dying state, near death","محتضر","جه ني موت نزديك هوئي"
"3589","mohtawi howu","containing","محتوي هوؤ","احتواء كيديلو"
"3590","mohtaweyaat","contents","محتويات","اهما جه چيزو نو احتواء كرواما اٰيو هوئي"
"3591","mehdood","limited","محدود","جه ني حدود هوئي"
"3592","mehraab","mihrab","محراب-محاريب","مسجد ما قبلة ني جگه"
"3593","moharram ul haraam","first month of the hijri year","محرم الحرام","ورس نا پهلا مهينه نو نام"
"3594","mehram daar","blood relatives","محرم دار","جه نا ساتهے خون نو رشته هوئي"
"3595","moharramaat","prohibitions","محرمات","حرام ني چيزو"
"3596","mehroom","disadvantaged","محروم","جه نا نزديك كئي چيز نه هوئي، يه چيز سي محروم هوئي"
"3597","mahzoon","low-spirited, sad","محزون","غمزده"
"3598","mohsin","well doer, benefactor","محسن","احسان كرنار، بهتر كام كرنار"
"3599","mahsood","envied","محسود","جه نے حسد كروا ما اٰوے"
"3600","mehshar no din","day of judgement","محشر نو دن","جه دن لوگو نو حشر تهاےس، سگلا جمع تهاےس"
"3601","mehdarat","record","محضرة","اقرار نامه"
"3602","mehfooz","safe","محفوظ","جه حفاظة سي هوئي"
"3603","mohaqqeqeen","reseachers","محققين","تحقيق كرناراؤ"
"3604","mohkam","strong","محكم","مضبوط"
"3605","mahal","palace","محل","حويلي"
"3606","mohalla-mohallao","zone, section, county","محلة-محلةؤ","حي"
"3607","mehnat","hard work/difficulty","محنة-محن","تكليف، مصيبة"
"3608","muheet","encircling, comprising","محيط","گهيرو كرنار، احاطة كرنار"
"3609","mukhaatib","to address","مخاطب تهاوؤ","كوئي ني طرف توجه كري نے ذكر كروؤ"
"3610","mukhaalif","adversary","مخالف","خلاف جانار"
"3611","mukhaalifat","disobedience , transgression","مخالفة","خلاف تهاوؤ"
"3612","mukhtasar","short, brief","مختصر","جه اختصار سي هوئي"
"3613","mukhtalif","different","مختلف","جدو، الگ"
"3614","makhraj","way out, outlet","مخرج","نكلوا ني جگه، بول انے غائط كرواني جگه"
"3615","makhzan-makhaazin","depository, stockroom","مخزن-مخازن","وه جگه جهاں كئي چيز نو خزانة كرواما اٰوے"
"3616","makhsoos","special, specific","مخصوص","خاص"
"3617","makhfi","hidden","مخفي","چهپيلو"
"3618","mukhlis","pure, sincere","مخلص-مخلصين","اخلاص نا كرنار"
"3619","makhlooq-makhlukeen/makhlukaat","created","مخلوق-مخلوقين/مخلوقات","پيدا تهئيلا"
"3620","makhmool","unknown","مخمول","جه ني زيادة ذكر نه هوئي"
"3621","machi","fish","مچهي-مچهيو","سمك"
"3622","muddakhar","treasured, preserved","مدّخر","ذخيرة كرواما اٰويلو"
"3623","madde nazar raakhwu","to keep in mind, to consider","مد نظر راكهوؤ","دهيان ما راكهوؤ"
"3624","mudaaraat","politeness","مداراة","رواداري، راكهـ ركهاپت"
"3625","muddat","time (limited), duration","مدة","وقت"
"3626","madeh","praise","مدح","ثناء"
"3627","midhat","praise","مدحة","مدح"
"3628","madad","help","مدد","ياري، عون"
"3629","madad gaar","helper","مددگار","ياري دين"
"3630","madrasah-madaaris","educational institute","مدرسة-مدارس","تعليم ليوا ني جگه"
"3631","madfan","burial ground","مدفن","دفن ني جگه"
"3632","madfoon","buried, entombed","مدفون","دفن تهئيلا"
"3633","madmaakhi","honey bee","مدماكهي","شهد ني مكهي"
"3634","mudnif","sick, seriously ill","مدنف","بيمار"
"3635","madina","city","مدينة","شهر، گام"
"3636","muzaakarat","discussion","مذاكرة","اٰپس ما وات كروؤ"
"3637","muzakkar","masculine","مذكر","جه ما مرد ني صفة يا خاصية هوئي"
"3638","mazkoor","mentioned","مذكور","جه ني ذكر كروا ما اٰوي هوئي"
"3639","muznib","sinful","مذنب","گناه كرنار"
"3640","mazi","pre-seminal fluid","مذي","پتلو پاني جه مني نا پهلے نكلے چهے"
"3641","muraja'at","revise","مراجعة","اعادة ، پاچهو رجوع كروؤ، والوؤ"
"3642","muraad","wish,  aim, intention","مراد","اُميد، غرض"
"3643","miraaran","repeatedly","مراراً","وارم وار"
"3644","maraasim","traditions","مراسم","رسمو"
"3645","muraa'at","considerateness, adherence to","مراعاة","خيال راكهوؤ"
"3646","maraafiq","welfare","مرافق","بهلائي"
"3647","mir'aat","mirror","مرأة","اٰرسي"
"3648","murabbi","raiser, god","مربي","رب، تربية كرنار"
"3649","martabah-maraatib","rank","مرتبة-مراتب","مقام، منزلة"
"3650","murtad","apsotate","مرتد","دين سي پهريلو، اسلام نو دين چهوري دے"
"3651","murtafe'","elevated","مرتفع","بلند، رفيع "
"3652","murtaqi-murtaqeen","ascender","مرتقي-مرتقين","چرهنار، رفع تهانار"
"3653","marathiyaa","elegy","مرثية","وه نظم جه كوئي صاحب نا غم ما اداء تهائي"
"3654","marjaan","red corals","مرجان","ايك قسم نو نبات چهے جه دريا ما اُگے چهے"
"3655","marja'-maraaje'","reference","مرجع-مراجع","ولوا ني جگه، جه طرف ولي نے اوائي"
"3656","murjhaawu","to dry up","مرجهاوؤ","پاني ني قلة نا سبب سي سوكهائي جاوؤ(جهار يا پهول)"
"3657","marhaba","welcome, hello","مرحبا","ايم كهي نے ترحيب كروؤ"
"3658","marcha","chillies","مرچا","فلفل"
"3659","marhalat-maraahil","juncture","مرحلة-مراحل","درجة"
"3660","marhoom-marhumeen","deceased, departed","مرحوم-مرحومين","اهوا لوگو جه نا اوپر رحمة كرواما اٰوي هوئي"
"3661","mard","man/husband","مرد","رجل/ زوج، شوهر"
"3662","murdaar","dead","مردار","ميت"
"3663","mursaa","port, harbor","مرسىْ","لنگر"
"3664","maraz-amraaz","disease, illness","مرض-امراض","بيماري"
"3665","marzi","willingness","مرضي","خوشي"
"3666","mar oob","frightened","مرعوب","خوف زده"
"3667","murgi","chicken","مرغي","دجاج"
"3668","maraq","broth","مرق","شروو"
"3669","marqad","shrine","مرقد","مزار"
"3670","markaz-maraakiz","center, seat","مركز-مراكز","موضع، مكان"
"3671","muruwwat","courtesy","مروّة","شرم"
"3672","marwu","to die","مروؤ","گذري جاوؤ"
"3673","mirreekh","mars","مريخ","سيارة نو نام چهے"
"3674","mareez","sick","مريض","بيمار، عليل"
"3675","mizaaj","temperament","مزاج","طبيعة"
"3676","mazaar-mazaaraat","shrine","مزار-مزارات","مرقد، عتبات مقدسة"
"3677","mazaaq","joke, making fun","مزاق","مسخري"
"3678","muzaawajat","pairing, coupling","مزاوجة","جوران"
"3679","mazdoor","laborer","مزدور","اجرة پر كام كرنار"
"3680","mazdoori","labor","مزدوري","اجرة پر كام كروؤ"
"3681","mazah","enjoyment","مزه","لذة"
"3682","muzaiyan","adorned","مزيّن","زينة دار"
"3683","mazeed","more, further","مزيد","زيادة"
"3684","musakhkhar","enslaved,  gained control over for a particular end","مسّخر","مذلل، جه نے تسخير كرواما اٰوي هوئي"
"3685","masaahat","distance/measurement","مساحة","فاصلة/ ماپ"
"3686","masaa ee","endeavors, efforts","مساعي","كوششو"
"3687","masaafat","distance, farness","مسافة","دوري"
"3688","masaakin","housing","مساكن","رهوا ني جگه"
"3689","musbehah","index finger","مسبحة","اشارة ني اٰنگلي"
"3690","masbook","a person who joins late into namaaz","مسبوق","نماز ما تأخير سي اٰونار"
"3691","mustatir","secluded","مستتر","ستر تهانار"
"3692","mustajaab","answered","مستجاب","مقبول"
"3693","mustajaar","a particular spot in kaaba, a place to seek help and refuge","مستجار","وار طلب كرواني جگه، كعبة ما ايك جگه چهے"
"3694","mustajeeb","the one who answers the call","مستجيب","جواب نو دينار"
"3695","mustahab","desirable","مستحب","جه پسند كرواما اٰيو هوئي"
"3696","mustahiq-mustahiqqeen","deserving","مستحق-مستحقين","لائق، سازوار"
"3697","mustahkam kerwu","to strenghten","مستحكم كروؤ","مضبوط كروؤ"
"3698","mustadaam","victim of injustice, oppressed","مستضام","مظلوم"
"3699","mustad aaf-mustad efeen","someone who is weakend by another","مستضعف-مستضعفين","جه نے ضعيف (كمزور) كري ليوا ما اٰيا هوئي"
"3700","mustaqbil","future","مستقبل","اگل اٰونار زمان"
"3701","mustawfezan","to sit on the two folded legs","مستوفزاً","بے پاؤں پر بيتهوؤ، تشهد ني مثل نهيں"
"3702","mustavaa","standard","مستوىْ","معيار"
"3703","mustavi thaawu","to sit","مستوي تهاوؤ","بيتهوؤ"
"3704","masti khor","mischievous","مستي خور","جه گهنو مستي كرتو هوئي"
"3705","masjid-masaajid","a place of ibaadat","مسجد-مساجد","سجدة ديواني جگه"
"3706","maseh kerwu","a light stroke with hands","مسح كروؤ","هاتهـ پهيراوؤ"
"3707","maskh kerwu","to deform, to disfigure","مسخ كروؤ","صورة بگاري ديوي"
"3708","maskhari","make fun of","مسخري","مزاق"
"3709","masarrat","pleasure, joyfulness","مسرة","خوشي"
"3710","musrif","wasteful, obsessive","مسرف","زيادتي نا كرنار/فضول خرچي كرنار"
"3711","masroor-masrooreen","happy, joyful","مسرور-مسرورين","خوش"
"3712","muskuraawu","to smile","مسكراوؤ","تبسم كروؤ"
"3713","maskan","abode","مسكن","رهوا ني جگه"
"3714","miskeen-masaakeen","poverty-stricken","مسكين-مساكين","فقير، غريب"
"3715","musalsal","continuous","مسلسل","جاري رهنار، پے در پے"
"3716","musallat thaawu","to set up as absolute master","مسلط تهاوؤ","جبراً غالب تهيا"
"3717","muslemeen","muslim","مسلم-مسلمين","اسلام لاونار لوگ"
"3718","masnad","gaadi","مسند","گادي"
"3719","masoor ni daal","red lentils","مسور ني دال","عدس"
"3720","masaalat-masaail","question","مسئلة-مسائل","سؤال"
"3721","musi","sinner","مسئي","بدي نو كرنار"
"3722","mushabeh","similar","مشابه","اهني مثل"
"3723","mushaabahat","similarity","مشابهة","ايك جيوو پنو"
"3724","mushaawarat","consultation","مشاورة كروؤ","اٰپس ما مشورة كروؤ"
"3725","mashaaikh","plural of shaikh","مشائخ","شيخ ني جمع"
"3726","mushtaak","yearning, desiring","مشتاق","شوق راكهنار"
"3727","mushtari","jupiter","مشتري","خريدنار، سيارة نو نام"
"3728","mushtashafa","hospital","مشتفىْ","هوسپيتل"
"3729","mushtaq","derived","مشتق","كئي چيز نے بيسري چيز ما سي نكالوا ما اٰيو هوئي (لفظ)"
"3730","mushtaha","desired","مشتهىْ","جه نو دل ما شوق انے تمنى هوئي"
"3731","musharraf","honorable","مشرف","شرف ونتا"
"3732","mushrif","overseer, supervisor","مشرف","نظر كرنار"
"3733","mushriq","bright, shining","مشرق","روشن"
"3734","mashriq","east","مشرق","جه جانب سي سورج طلوع تهائي چهے"
"3735","mushrik-mushrekeen","polytheist","مشرك-مشركين","شرك نو كرنار، خدا نا ساتهـ بيسرا نے جوروؤ"
"3736","mashgool","busy","مشغول","جه شغل ما هوئي"
"3737","mushfiq","kind, gracious","مشفق","شفقة راكهنار"
"3738","mashaqqat-mashaqqaat","trouble, discomfort","مشقة-مشقّات","تكليف، محنة"
"3739","mishkaat","lantern","مشكاة","كانچ ني شيشي جه ما ديوؤ موكائي"
"3740","mushkil","hard","مشكل","جه اٰسان نه هوئي"
"3741","mushkil kushaai","problem solving, removing difficulties","مشكل كشائي","مشكل اٰسان كروؤ"
"3742","mashkoor","grateful","مشكور","شكر گذار"
"3743","mashkook","doubtful, questionable","مشكوك","شبه والو"
"3744","mashki","waterskin- a container of skin for holding water","مشكي","پاني بهروا ني چامرا ني تهيلي"
"3745","mashhad-mashaahid","scene, sight, view","مشهد-مشاهد","منظر"
"3746","mash-hoor","famous","مشهور","جه ني شهرة هوئي، جه نا باره ما سگلا نے علم هوئي"
"3747","mashwarah","advice, councel","مشورة","رائي"
"3748","mashiyat","will","مشية","ارادة"
"3749","mashiyat ilaahiya","will of allah","مشية الهية","خدا نو ارادة"
"3750","misbah-masaabeeh","lamps","مصباح-مصابيح","ديوا"
"3751","misdaaq","touchstone","مصداق","سچائي"
"3752","masdar-masaadir","origin, source","مصدر-مصادر","اصل"
"3753","musir-musirreen","insistent, persistent","مصر-مصرين","انكار پر اري رهنار"
"3754","misraa'","half part of a verse","مصراع","قصيدة ني بيت نو اردهو حصه(ايك بيت ما عموماً بے حصه هوئي چهے)"
"3755","masroof","busy","مصروف","مشغول"
"3756","musalli","one who prays namaaz","مصلّي","نماز نو پرهنار"
"3757","maslahat","interest, advantage","مصلحة","بهتري"
"3758","masalla","a piece of cloth on which namaaz is prayed","مصلىْ","وه كپرو جه نا پر نماز  پرهائي چهے"
"3759","museebat","disaster","مصيبة","تكليف، بلاء"
"3760","mazboot","strong","مضبوط","مستحكم"
"3761","madarrat kerwu","to be harmful, to damage","مضرة كروؤ","نقصان كروؤ"
"3762","muztar-muztarreen","compelled, forced","مضطر-مضطرين","مجبور"
"3763","muztarib","disturbed, restless","مضطرب","دگمگائي جانار"
"3764","mudil-mudilleen","misguiding, deceptive","مضل-مضلين","گمراه كرنار شخص"
"3765","mazmoon","essay/topic","مضمون-مضامين","انشاء/عنوان"
"3766","mutaabiq","according to","مطابق","موافق"
"3767","mutaabiq","accordance, conformity","مطابقة","مقابلة"
"3768","mutaala'a, mutalaa'o","reading","مطالعة","پرهوؤ"
"3769","matlaa'","beginning verse of the poem","مطلع","قصيدة يا نظم ني پهلي بيت"
"3770","mutlaq-mutlaqeen","absolute, free","مطلق-مطلقين","جه نے فيصله كرواني پوري اٰزادي هوئي"
"3771","mutlaqah?","divorced","مطلقة","طلاق شده بئيرو"
"3772","matloob","required","مطلوب","جه ني طلب هوئي"
"3773","mutmaen","peaceful, tranquil","مطمئن","اطمئنان والو"
"3774","mazallat","umbrella","مظلة","چهتري"
"3775","mazloom","oppressed, victim of unjustice","مظلوم","مستضام، جه نا پر ظلم كرواما اٰيو هوئي"
"3776","mazhar-mazahir","manifestation","مظهر-مظاهر","جلوه"
"3777","ma'aad","hereafter","معاد","اٰخرة، ولواني جگه"
"3778","ma'aarif","knowledge, information","معارف","معلومات"
"3779","muaasharat","cohabitation, beings friends","معاشرة","ميل ملاپ"
"3780","muaasarat","being contemporary","معاصرة","هم زمان هوؤ"
"3781","ma'aasi","sins","معاصي","گناه نا كام"
"3782","ma'aaf kerwu","to forgive","معاف كروؤ","درگذر كروؤ"
"3783","ma'aafi","forgiveness","معافي","درگذر"
"3784","ma'aalim","flags","معالم","نشانو"
"3785","muaamalat","dealing, treatment","معاملة","لوگو ساتهے وهوار"
"3786","muaawanat","help","معاونة","مدد"
"3787","maa'ber","bridge","معبر","پل"
"3788","maa'bood","worshiped","معبود","جه ني عبادة كرواما اٰوے"
"3789","mu'tasim","a person who is holding firmly to","معتصم","ولگيلو"
"3790","ma'aajiz","miracle","معجزة-معاجز","اهوؤ عمل جه بيسرا لوگو كرواسي عاجز تهاتا هوئي"
"3791","me'dat","stomach","معدة","پيت"
"3792","ma'din","mine","معدن","كان"
"3793","ma'zoor","disabled, handicapped","معذور","اعضاء ما خامي هوئي"
"3794","me'raaj","rasulullah sa's midnight ascension","معراج","رسول الله صلع نو سات اٰسمان ني طرف چرهوؤ"
"3795","ma'refat","knowledge, acquaintance","معرفة","پهچانوؤ"
"3796","ma'reka","battlefield","معركة","جنگ نو ميدان"
"3797","ma'roof","well known, famous/kindness","معروف","نيكي/مشهور، جه سگلا جانتا هوئي"
"3798","ma'sharal mumineen","congregation of mumineen","معشر المؤمنين","مؤمنين ني جماعة"
"3799","ma'soom","infallible","معصوم","جه نے عصمة هوئي، جه نا سي كوئي وقت گناه نه تهائي"
"3800","ma'seeyat","sin, disobedience","معصية","بے فرماني"
"3801","muazzam","highly honored revered","معظم","عظمة والا"
"3802","ma'qool","feasible, logical, comprehensible","معقول","جه وات عقل ما اٰوے"
"3803","moallim-moallemeen","teacher","معلم-معلمين","پرهاؤنار"
"3804","ma'loom","known","معلوم","جه خبر هوئي"
"3805","ma'lumaat","information","معلومات","معارف"
"3806","ma'mal","lab","معمل","كام كرواني يا بناوا ني جگه"
"3807","ma'moor","populated, inhabited","معمور","اٰباد"
"3808","ma'mooli","ordinary","معمولي","عام، هلكي"
"3809","ma'na","meaning","معنى-معاني","غرض"
"3810","moaiyan kerwu","specific, particular, appointed","معيّن كروؤ","مقرر كروؤ"
"3811","me'yaar","standard, criterion","معيار","مستوىْ"
"3812","maeeshat","livelihood","معيشة","روزي، زندگي"
"3813","mueen","helper","معين","ياري دينار"
"3814","maghrib","namaaz prayed at sunset/west","مغرب","نماز نو وقت/ جه طرف سورج غروب تهائي"
"3815","mugriq-mugreqeen","drowner","مغرق-مغرقين","غرق تهانار، دوبنار"
"3816","magfirat","forgivess","مغفرة","معافي"
"3817","magloob","defeated, overpowered","مغلوب","جه نا اوپر غالب تهاوا ما اٰوے"
"3818","magnaatees","magnet","مغناطيس","اهوؤ معدن جه ما كهينچوا ني قوة چهے"
"3819","mugaiyar","changed","مغير","بدلو هوؤ"
"3820","mufaatahat kerwu","overture, openning a conversation with","مفاتحة كروؤ","ذكر كروؤ، علم  پرهاوؤ"
"3821","mafaasil","joints","مفاصل","ساندهاؤ"
"3822","miftaah","key","مفتاح-مفاتيح","چاوي"
"3823","mafkhar-mafakhir","pride","مفخر-مفاخر","اهوؤ فضل جه نا سبب فخر تهائي"
"3824","mufadda","one for whom sacrifices are made","مفدّىْ","جه نا پر فداء تهوائي"
"3825","mufassir-mufassereen","a person that expounds,  explains, or interprets","مفسر-مفسرين","تفسير نا كرنار"
"3826","mafsoohiyat","a rank of dawat","مفسوحية","اٰقا مولىْ ط ع   طرف سي مُلا پنا نو شرف   ملے"
"3827","maf'ool","worked upon","مفعول","جه نا اوپر فعل كرواما اٰوے"
"3828","muflis","broke","مفلس","وه شخص جه نا نزديك مال بچو نه هوئي"
"3829","mafhoom","general idea","مفهوم-مفاهيم","فحوىْ"
"3830","mufeed","beneficial","مفيد","فائدة مند"
"3831","muqaabil","facing/against, contrary","مقابل","سامنے/خلاف"
"3832","muqaabala per","against","مقابلة پر","خلاف"
"3833","muqaabala kerwu","to go against/to compete/to face","مقابلة كروؤ","خلاف جاوؤ، دشمني كروي/ تنافس كروؤ/ سامنو كروؤ"
"3834","muqaasaat","to go through, to suffer","مقاساة كروؤ","حالات ساتهے لروؤ"
"3835","muqaam","residence","مقام","تهيروا ني جگه"
"3836","maqaam","site, spot/dignity","مقام","جگه/ منزلة"
"3837","muqbil","close by","مقبل","نزديك ، قريب"
"3838","muqtadaa","ideal, one who is followed","مقتداء","جه ني تباعة  كرواما اٰوتي هوئي"
"3839","muqtaza","requirement, need","مقتضىْ","ضرورة، طلب"
"3840","miqdaar","quantity, amount","مقدار","كمية"
"3841","muqaddar","destined, fated","مقدر","نصيب، قضاء قدر "
"3842","muqaddas","sacred, holy","مقدس","پاك"
"3843","makdam","welcome","مقدم","استقبال"
"3844","mukaddam thaawu","to come ahead, front place","مقدم تهاوؤ","اٰگل اٰوؤ"
"3845","muqaddama","introduction, preface","مقدمة","شروعات"
"3846","muqarrar","to fix, to determine","مقرر كروؤ","تعيين كروؤ"
"3847","muqassir-muqassereen","delinquent, neglectful","مقصّر-مقصّرين","عمل ما قصور كرنار"
"3848","maqsad","purpose, intention","مقصد-مقاصد","غرض، هدف"
"3849","muqeem","appointer/resident, dweller","مقيم","قائم كرنار/رهنار"
"3850","mukarram","highly regarded, revered","مكَرَّم","مبجل"
"3851","makaarim","noble deeds","مكارم","بهلائي"
"3852","makaarim ul akhlaaq","good manners, high morals","مكارم الاخلاق","اچها اخلاق"
"3853","mukaalamat","conversation, dailogue","مكالمة","اٰپس ما وات كروؤ"
"3854","makaan","place, house","مكان-اماكن","جگه/گهر"
"3855","maktoob","written","مكتوب","لكهيلو"
"3856","makar","deception, craftiness","مكر","كيد، چال"
"3857","mukarrar kerwu","to repeat","مكرر كروؤ","پاچهو كروؤ"
"3858","mukrim","generous","مكرم","كرم نو كرنار، سخي"
"3859","makroob","feeling, showing or accompanied by acute distress, suffering, or pain","مكروب","مصيبة زده"
"3860","makroh","disliked, hateful","مكروه","جه نے نه پسند كرواما اٰيو هوئي"
"3861","makshoof","open, exposed, bared","مكشوف","ظاهر، كهلّو"
"3862","mukallal","crowned","مكلل","جه نے ماتها پر تاج پهناوا ما اٰيو هوئي"
"3863","mukammal","complete","مكمل","پورو"
"3864","maknoon","hidden","مكنون","چهوپيلو"
"3865","magar","but","مگر","پن اگر"
"3866","malik-mulook","king, emperor","ملِك-ملوك","بادشاه"
"3867","maleko","control","ملِكة","قابو"
"3868","malae aa'la","heaven","ملاء اعلىْ","جنة"
"3869","malaabis","clothes","ملابس","كپراؤ، لباس ني جمع"
"3870","milaap","connection, conbination","ملاپ","ملوؤ"
"3871","mallah","sailor","ملاح","كشتي چلاؤنار"
"3872","malaahat","gracefulness, charm","ملاحة","حُسن"
"3873","mulaaqaat","meeting","ملاقاة","ملوؤ"
"3874","milaak","marriage","ملاك","شادي"
"3875","malaal","fatigue, weariness/anguish","ملال","تهكان/ غم، اداسي"
"3876","milaawu","to help a person(s) to meet up with another/ to mix","ملاوؤ","شخص يا اشخاص نے اٰپس ما ملاوؤ، يا كئي چيز نے بيسرا ملاوي نے جوري ديوؤ"
"3877","mulaaem","silky","ملايم","ليسو"
"3878","mulabab","to fill till the top","ملبب كروؤ","بهري ديوؤ"
"3879","millat","denomination, religious community","ملة","قوم"
"3880","malhooz","","ملحوظ","جه نا پر نظر هوئي"
"3881","mal'oon","cursed, damned","ملعون","جه پر لعنة بولوا ما اٰؤتي هوئي"
"3882","mulk","country","ملك","مملكة"
"3883","malaaekat","angel","ملك-ملائكة","فرشته"
"3884","mulk-mamaalik","state, kingdom","ملك-ممالك","مملكة"
"3885","milkat","property, possession","ملكة","جه نا يه مالك هوئي"
"3886","mulawwas","polluted, impure, unclean","ملوّث","گهندو، ملاوت والو"
"3887","milwu","to meet","ملوؤ","ملاقاة كروؤ"
"3888","malidah","a type of sweet dish made from wheat flour","مليده","ثريد"
"3889","mumaarasat","practice","ممارسة","تمرين"
"3890","mumaana'at","objection, disapproval","ممانعة","ركاوت، منع هوؤ"
"3891","mumtaaz","excellent, outstanding","ممتاز","نمايا، گهنو} بهتر"
"3892","mamsool","representated","ممثول","جه نا پر كئي چيز مثل هوئي، معنىْ"
"3893","mumid","helper","ممد","ممد كرنار"
"3894","mamduh","praised","ممدوح","جه ني مدح كرواما اٰوي رهي هوئي"
"3895","mumsik","holder","ممسك","پكرنار"
"3896","mumkin","possible","ممكن","جه تهئي سكے"
"3897","mamlakat","state, kingdom","مملكة","ملك"
"3898","mumlook e syedna","server of syedna tus","مملوك سيدنا","سيدنا  ط ع  نو  غلام"
"3899","mamnu'","prohibited, illegal","ممنوع","منع كروا ما اٰيو چهے"
"3900","minna","from us","منّا","همارا ما سي"
"3901","mannaan","bountiful","منّان","گهني منة انے احسان كرنار"
"3902","minnat","vow","منّة","نذر"
"3903","minnat jataawu","the act of reminding the favor done by himself","منّة جتاوؤ","احسان جتاوؤ"
"3904","man","heart","من","دل"
"3905","man dukh","hurt","من دكهـ","دل نو دكهـ پهچوؤ"
"3906","man doon","one who is below","من دون","اهنا كرتا نيچے جه شخص يا اشخاص هوئي"
"3907","man fauq","one who is above","من فوق","اهنا كرتا اوپر جه شخص يا اشخاص هوئي"
"3908","man gharat","made up, false","من گهرضض","من سي بناويلي"
"3909","man maani kerwu","following what one's want to do (neglecting other's opinion)","من ماني كروؤ","پوتانا من ما جه اٰوے ته كروؤ"
"3910","man yali","one who is next","من يلي","كيرے لاگنار"
"3911","munaajaat","the act of talking to allah while or as if alone.","مناجاة","خانگي ني واتو، خدا نا نزديك دعاء كروؤ"
"3912","munaadi","crier","منادي","نداء نو كرنار"
"3913","munaasib","suitable, appropriate","مناسب","جه كئي چيز واسطے برابر هوئي"
"3914","munaasabat","occasion/relation","مناسبة","موقع/رشته"
"3915","munaazarat","debate, dispute","مناظرة-مناظرات","جهگرو، بحث"
"3916","munaafiq","hypocrite","منافق-منافقين","نفاق نو راكهنار"
"3917","manaqib","virtues","مناقب","فضائل، خوبيو"
"3918","manaam","dream","منام","خواب، سپنو"
"3919","mimber-manabir","a raised platfrom","منبر-منابر","خطبة پرهوا واسطے اُونچي جگه"
"3920","mamba'-manaabe'","fountainhead","منبع-منابع","پاني نا نكلواني جگه"
"3921","muntakhab","selected","منتخب","چنيلي"
"3922","muntazar","awaited","منتظَر","جه نو انتظار هوئي"
"3923","muntazir","looking (out) for","منتظر","انتظار ما"
"3924","muntaha","end","منتهاء","اٰخر ، اختتام"
"3925","muntazim","organizer","منتظم-منتظمين","نظام نا كرنار"
"3926","muntaha","end","منتهى","اٰخري منزل، خاتمة، غاية"
"3927","manjaai jaawu","to get washed away","منجائي جاوؤ","دهوائي جاوؤ"
"3928","munajjim-munajjemeen","astrologer","منجم-منجمين","نجومي، جه نا نزديك نجوم نو علم هوئي"
"3929","manjaneeq","catapult","منجنيق","ايك قسم نو اٰلة چهے جه نا سي دور پهينكوا ما اٰوے چهے"
"3930","minhat","gift, endowment","منحة","موهبة، عطاء"
"3931","munhal","unfastened, decomposed, dissolved","منحل","چهتو تهاوؤ"
"3932","manhoos","unlucky, ill fated","منحوس","نحس والو"
"3933","mindeel","handkerchief","منديل","رومال"
"3934","manzil-manazil","home/destination","منزل-منازل","گهر/ جه جگه جاوا نو قصد هوئي"
"3935","manzila, manzilo","status, rank","منزلة","رتبة، مقام، درجة"
"3936","munazzah","impeccable","منزه","پاك"
"3937","mansak-manasik","rituals, rites","منسك-مناسك","اركان"
"3938","mansoob kerwu","to attribute","منسوب كروؤ","جوروؤ"
"3939","munshaq","split, separated","منشق","تكرا تهاوؤ"
"3940","mansab","post, position","منصب","مرتبة"
